relationship_id,source_criminal,target_criminal,relationship_type,shared_fir_count,strength_score,active
REL007172,CR01769,CR02081,Associate,0,34,True
REL007173,CR01591,CR02055,Business Partner,0,28,True
REL007174,CR02185,CR01384,Co-Offender,0,83,False
REL007175,CR01121,CR01737,Co-Offender,0,46,True
REL007176,CR02839,CR01588,Family,0,45,True
REL007177,CR01176,CR02182,Gang Member,0,20,True
REL007178,CR02206,CR00089,Co-Offender,0,21,True
REL007179,CR00741,CR00394,Gang Member,0,2,False
REL007180,CR00195,CR00729,Family,0,1,True
REL007181,CR00171,CR02762,Gang Member,0,20,True
REL007182,CR00740,CR00552,Gang Member,0,88,True
REL007183,CR02532,CR01599,Business Partner,0,64,True
REL007184,CR00152,CR00479,Gang Member,0,8,True
REL007185,CR01972,CR02287,Family,0,35,False
REL007186,CR00856,CR00040,Financial Link,0,55,True
REL007187,CR02255,CR01168,Known Contact,0,70,False
REL007188,CR01015,CR02327,Family,0,3,False
REL007189,CR00639,CR02492,Business Partner,0,27,True
REL007190,CR00891,CR00248,Business Partner,0,10,True
REL007191,CR01102,CR01938,Family,0,32,True
REL007192,CR01005,CR00850,Financial Link,0,40,True
REL007193,CR01386,CR01008,Known Contact,0,56,True
REL007194,CR00867,CR00272,Financial Link,0,48,False
REL007195,CR02401,CR02203,Known Contact,0,77,False
REL007196,CR01482,CR00342,Financial Link,0,84,True
REL007197,CR02625,CR02038,Associate,0,38,True
REL007198,CR02235,CR00382,Associate,0,44,True
REL007199,CR00161,CR02815,Associate,0,62,True
REL007200,CR01120,CR01646,Co-Offender,0,47,False
REL007201,CR02848,CR00534,Gang Member,0,30,True
REL007202,CR02227,CR00199,Gang Member,0,63,True
REL007203,CR02089,CR02750,Business Partner,0,23,True
REL007204,CR00264,CR00355,Business Partner,0,52,False
REL007205,CR00655,CR01022,Business Partner,0,40,False
REL007206,CR01909,CR02617,Associate,0,51,True
REL007207,CR00408,CR00431,Known Contact,0,86,True
REL007208,CR00094,CR00965,Financial Link,0,8,True
REL007209,CR00715,CR02641,Known Contact,0,57,True
REL007210,CR02588,CR02503,Family,0,78,True
REL007211,CR01864,CR02977,Co-Offender,0,55,True
REL007212,CR00924,CR00431,Gang Member,0,43,True
REL007213,CR00313,CR02436,Associate,0,7,False
REL007214,CR02971,CR02423,Business Partner,0,71,True
REL007215,CR00898,CR02938,Gang Member,0,49,True
REL007216,CR01938,CR00021,Business Partner,0,61,True
REL007217,CR01761,CR01501,Known Contact,0,37,True
REL007218,CR00877,CR01095,Co-Offender,0,17,True
REL007219,CR02804,CR02083,Gang Member,0,85,False
REL007220,CR00761,CR00380,Associate,0,62,False
REL007221,CR02183,CR00037,Co-Offender,0,24,True
REL007222,CR02080,CR01573,Financial Link,0,23,True
REL007223,CR00483,CR02297,Known Contact,0,64,True
REL007224,CR00626,CR02856,Financial Link,0,11,True
REL007225,CR02108,CR02230,Co-Offender,0,30,True
REL007226,CR00122,CR02721,Associate,0,64,False
REL007227,CR01456,CR00053,Associate,0,75,False
REL007228,CR00621,CR01879,Family,0,4,False
REL007229,CR01475,CR00234,Associate,0,48,True
REL007230,CR02786,CR01483,Business Partner,0,55,True
REL007231,CR00689,CR02085,Gang Member,0,96,True
REL007232,CR00480,CR02455,Co-Offender,0,46,True
REL007233,CR02318,CR02726,Gang Member,0,81,True
REL007234,CR01600,CR02534,Family,0,63,True
REL007235,CR02779,CR01738,Known Contact,0,37,True
REL007236,CR00456,CR00687,Business Partner,0,90,True
REL007237,CR01050,CR00783,Family,0,1,True
REL007238,CR01435,CR01968,Known Contact,0,58,True
REL007239,CR01490,CR00458,Financial Link,0,55,True
REL007240,CR02637,CR01565,Known Contact,0,98,False
REL007241,CR01620,CR02736,Business Partner,0,63,True
REL007242,CR01412,CR00655,Gang Member,0,97,True
REL007243,CR00928,CR01780,Co-Offender,0,13,True
REL007244,CR02542,CR00607,Co-Offender,0,84,True
REL007245,CR00231,CR01327,Financial Link,0,86,False
REL007246,CR00350,CR01841,Associate,0,14,True
REL007247,CR00074,CR01637,Business Partner,0,71,True
REL007248,CR01102,CR02153,Associate,0,5,True
REL007249,CR00063,CR02655,Business Partner,0,37,True
REL007250,CR00185,CR00426,Co-Offender,0,95,True
REL007251,CR01901,CR02653,Associate,0,77,True
REL007252,CR00746,CR00035,Associate,0,88,True
REL007253,CR02366,CR00230,Business Partner,0,89,True
REL007254,CR00228,CR00336,Financial Link,0,23,True
REL007255,CR02690,CR00757,Business Partner,0,87,True
REL007256,CR00421,CR01369,Family,0,7,True
REL007257,CR01044,CR02113,Co-Offender,0,100,True
REL007258,CR00367,CR00846,Financial Link,0,93,True
REL007259,CR02399,CR01340,Known Contact,0,99,True
REL007260,CR01789,CR01865,Gang Member,0,25,True
REL007261,CR00321,CR00244,Gang Member,0,68,True
REL007262,CR00607,CR00859,Co-Offender,0,57,False
REL007263,CR02721,CR01975,Gang Member,0,11,True
REL007264,CR01538,CR01882,Gang Member,0,8,False
REL007265,CR02132,CR00659,Co-Offender,0,57,True
REL007266,CR00085,CR01088,Business Partner,0,86,True
REL007267,CR01020,CR01473,Associate,0,82,True
REL007268,CR00709,CR00806,Gang Member,0,100,True
REL007269,CR00909,CR01366,Known Contact,0,49,True
REL007270,CR01490,CR02470,Family,0,83,True
REL007271,CR02253,CR00685,Financial Link,0,9,False
REL007272,CR01944,CR01253,Family,0,31,True
REL007273,CR00424,CR00060,Gang Member,0,74,True
REL007274,CR01842,CR02472,Business Partner,0,43,True
REL007275,CR02297,CR02955,Co-Offender,0,2,False
REL007276,CR02310,CR00234,Co-Offender,0,63,True
REL007277,CR02941,CR02478,Co-Offender,0,53,True
REL007278,CR02851,CR02287,Associate,0,19,True
REL007279,CR00138,CR01692,Associate,0,67,True
REL007280,CR02670,CR00585,Business Partner,0,9,True
REL007281,CR02210,CR01882,Financial Link,0,38,False
REL007282,CR01265,CR00528,Financial Link,0,66,True
REL007283,CR01514,CR00073,Gang Member,0,87,True
REL007284,CR00133,CR01259,Financial Link,0,37,True
REL007285,CR00441,CR02361,Business Partner,0,35,False
REL007286,CR02547,CR00970,Gang Member,0,17,True
REL007287,CR02533,CR01078,Gang Member,0,56,False
REL007288,CR01354,CR00910,Known Contact,0,75,True
REL007289,CR01668,CR02718,Business Partner,0,65,False
REL007290,CR01303,CR00105,Family,0,92,True
REL007291,CR02063,CR02698,Associate,0,69,True
REL007292,CR00990,CR01148,Associate,0,95,True
REL007293,CR02614,CR00442,Known Contact,0,44,True
REL007294,CR00543,CR02182,Financial Link,0,30,True
REL007295,CR01331,CR01842,Business Partner,0,76,True
REL007296,CR01944,CR02199,Business Partner,0,20,True
REL007297,CR01241,CR02733,Family,0,42,True
REL007298,CR01901,CR00509,Associate,0,65,True
REL007299,CR00975,CR00271,Financial Link,0,19,False
REL007300,CR00546,CR00452,Financial Link,0,25,True
REL007301,CR02279,CR00652,Business Partner,0,39,True
REL007302,CR01129,CR00023,Associate,0,8,True
REL007303,CR00700,CR00770,Co-Offender,0,97,True
REL007304,CR02388,CR02024,Family,0,1,False
REL007305,CR02272,CR02626,Co-Offender,0,21,False
REL007306,CR01946,CR01798,Family,0,38,True
REL007307,CR00075,CR01026,Financial Link,0,64,False
REL007308,CR00897,CR02500,Business Partner,0,36,True
REL007309,CR00228,CR02974,Family,0,70,True
REL007310,CR02795,CR01998,Gang Member,0,7,True
REL007311,CR01174,CR02404,Associate,0,71,True
REL007312,CR00179,CR01368,Gang Member,0,59,True
REL007313,CR00874,CR01277,Gang Member,0,70,True
REL007314,CR00236,CR00178,Gang Member,0,60,True
REL007315,CR01472,CR01863,Business Partner,0,83,True
REL007316,CR01288,CR00783,Financial Link,0,72,True
REL007317,CR00154,CR01348,Known Contact,0,86,True
REL007318,CR00370,CR01184,Family,0,3,True
REL007319,CR02128,CR02230,Known Contact,0,100,True
REL007320,CR01177,CR00346,Known Contact,0,85,True
REL007321,CR01016,CR00422,Gang Member,0,89,True
REL007322,CR01981,CR00429,Family,0,81,True
REL007323,CR01254,CR02125,Gang Member,0,89,True
REL007324,CR02611,CR02940,Gang Member,0,95,True
REL007325,CR01614,CR01581,Financial Link,0,3,False
REL007326,CR02009,CR02046,Family,0,99,True
REL007327,CR01195,CR02683,Gang Member,0,97,True
REL007328,CR01102,CR02552,Known Contact,0,52,False
REL007329,CR00145,CR01150,Known Contact,0,78,False
REL007330,CR01447,CR00578,Associate,0,40,False
REL007331,CR02874,CR01013,Co-Offender,0,10,True
REL007332,CR00550,CR02734,Co-Offender,0,77,True
REL007333,CR01082,CR00133,Family,0,52,True
REL007334,CR02134,CR02399,Family,0,5,True
REL007335,CR02098,CR02620,Gang Member,0,55,True
REL007336,CR00979,CR00681,Financial Link,0,95,True
REL007337,CR02457,CR00260,Business Partner,0,9,True
REL007338,CR00908,CR02254,Business Partner,0,26,True
REL007339,CR01159,CR01726,Gang Member,0,63,False
REL007340,CR00425,CR01109,Gang Member,0,52,True
REL007341,CR00872,CR00576,Known Contact,0,89,True
REL007342,CR01267,CR01319,Business Partner,0,16,True
REL007343,CR00573,CR02287,Associate,0,79,True
REL007344,CR01343,CR00301,Business Partner,0,80,True
REL007345,CR02806,CR01834,Financial Link,0,56,True
REL007346,CR00549,CR01354,Family,0,29,True
REL007347,CR02898,CR02561,Associate,0,94,True
REL007348,CR01530,CR01809,Gang Member,0,44,True
REL007349,CR02201,CR01513,Gang Member,0,92,True
REL007350,CR01185,CR02051,Financial Link,0,65,True
REL007351,CR01313,CR02101,Gang Member,0,24,True
REL007352,CR01561,CR00876,Associate,0,13,True
REL007353,CR00863,CR02040,Family,0,57,True
REL007354,CR00391,CR02551,Associate,0,34,True
REL007355,CR00118,CR00924,Gang Member,0,40,True
REL007356,CR00834,CR02353,Gang Member,0,86,True
REL007357,CR02764,CR02817,Associate,0,38,True
REL007358,CR02696,CR01324,Associate,0,27,False
REL007359,CR01820,CR01442,Gang Member,0,51,True
REL007360,CR00528,CR00646,Gang Member,0,95,True
REL007361,CR02148,CR01826,Known Contact,0,98,True
REL007362,CR01586,CR00841,Business Partner,0,97,True
REL007363,CR00845,CR01126,Gang Member,0,44,True
REL007364,CR01004,CR02073,Co-Offender,0,75,False
REL007365,CR01828,CR00006,Associate,0,26,True
REL007366,CR01633,CR01655,Known Contact,0,58,False
REL007367,CR01847,CR00876,Co-Offender,0,96,True
REL007368,CR01072,CR01291,Gang Member,0,72,True
REL007369,CR01348,CR02539,Gang Member,0,94,True
REL007370,CR00919,CR00190,Business Partner,0,76,False
REL007371,CR00874,CR00477,Gang Member,0,77,False
REL007372,CR00475,CR01608,Known Contact,0,79,True
REL007373,CR00944,CR00430,Known Contact,0,61,True
REL007374,CR01736,CR01004,Known Contact,0,28,True
REL007375,CR01709,CR00041,Business Partner,0,83,True
REL007376,CR02469,CR02464,Gang Member,0,70,True
REL007377,CR01852,CR01042,Co-Offender,0,89,True
REL007378,CR01808,CR02398,Family,0,87,False
REL007379,CR01509,CR01657,Co-Offender,0,74,True
REL007380,CR01914,CR00191,Business Partner,0,85,False
REL007381,CR02217,CR01491,Financial Link,0,84,True
REL007382,CR02120,CR01568,Associate,0,93,True
REL007383,CR01653,CR02284,Gang Member,0,100,True
REL007384,CR00732,CR00439,Business Partner,0,30,True
REL007385,CR01764,CR01596,Gang Member,0,10,True
REL007386,CR00121,CR01480,Associate,0,95,True
REL007387,CR01474,CR01276,Known Contact,0,19,True
REL007388,CR01811,CR01802,Known Contact,0,91,True
REL007389,CR02511,CR01144,Associate,0,66,True
REL007390,CR02672,CR01507,Associate,0,54,True
REL007391,CR01779,CR00776,Gang Member,0,82,True
REL007392,CR00356,CR01029,Co-Offender,0,73,True
REL007393,CR02660,CR00222,Family,0,99,True
REL007394,CR00774,CR01278,Gang Member,0,61,True
REL007395,CR00715,CR01245,Business Partner,0,49,False
REL007396,CR02042,CR00076,Financial Link,0,41,True
REL007397,CR00740,CR01821,Co-Offender,0,99,True
REL007398,CR01886,CR02572,Gang Member,0,49,False
REL007399,CR00996,CR00694,Associate,0,95,False
REL007400,CR00003,CR02061,Co-Offender,0,68,True
REL007401,CR02407,CR01091,Family,0,5,True
REL007402,CR01980,CR02925,Known Contact,0,88,False
REL007403,CR00340,CR00981,Co-Offender,0,73,True
REL007404,CR00116,CR00640,Financial Link,0,92,True
REL007405,CR02161,CR01581,Associate,0,90,True
REL007406,CR00557,CR01421,Family,0,34,True
REL007407,CR00893,CR02704,Financial Link,0,27,False
REL007408,CR02165,CR01556,Associate,0,42,True
REL007409,CR02097,CR01717,Family,0,35,False
REL007410,CR01371,CR01555,Associate,0,25,True
REL007411,CR00816,CR01881,Financial Link,0,100,True
REL007412,CR00723,CR00019,Co-Offender,0,67,True
REL007413,CR01028,CR01036,Family,0,7,True
REL007414,CR01026,CR01221,Financial Link,0,35,True
REL007415,CR01561,CR02097,Known Contact,0,49,True
REL007416,CR01035,CR01528,Business Partner,0,32,True
REL007417,CR00540,CR01953,Gang Member,0,22,True
REL007418,CR02821,CR00072,Business Partner,0,90,False
REL007419,CR00985,CR00305,Associate,0,16,True
REL007420,CR02499,CR02801,Gang Member,0,29,True
REL007421,CR02625,CR00522,Known Contact,0,56,True
REL007422,CR02947,CR01974,Gang Member,0,86,True
REL007423,CR01048,CR02928,Family,0,73,True
REL007424,CR02806,CR01344,Gang Member,0,16,True
REL007425,CR00036,CR00828,Known Contact,0,95,True
REL007426,CR01537,CR02511,Family,0,18,True
REL007427,CR01147,CR02401,Financial Link,0,55,True
REL007428,CR00549,CR00178,Co-Offender,0,5,True
REL007429,CR01531,CR00461,Gang Member,0,30,True
REL007430,CR01031,CR02734,Family,0,15,False
REL007431,CR01742,CR00906,Financial Link,0,12,True
REL007432,CR02483,CR01888,Business Partner,0,40,False
REL007433,CR00258,CR00856,Financial Link,0,25,True
REL007434,CR02656,CR00927,Gang Member,0,76,False
REL007435,CR01771,CR02390,Financial Link,0,83,True
REL007436,CR01367,CR01888,Known Contact,0,27,True
REL007437,CR02338,CR00029,Family,0,63,True
REL007438,CR02842,CR02813,Business Partner,0,24,True
REL007439,CR01528,CR00457,Gang Member,0,5,True
REL007440,CR01868,CR00426,Gang Member,0,99,True
REL007441,CR00584,CR00791,Known Contact,0,58,True
REL007442,CR01462,CR00591,Financial Link,0,27,True
REL007443,CR01641,CR00252,Business Partner,0,30,True
REL007444,CR01502,CR01035,Known Contact,0,39,False
REL007445,CR00844,CR00635,Associate,0,33,False
REL007446,CR00296,CR02176,Co-Offender,0,85,True
REL007447,CR00957,CR00021,Known Contact,0,82,True
REL007448,CR01517,CR00170,Gang Member,0,97,True
REL007449,CR01247,CR00808,Gang Member,0,68,True
REL007450,CR02437,CR02046,Family,0,44,False
REL007451,CR02936,CR02791,Financial Link,0,95,True
REL007452,CR02719,CR00765,Co-Offender,0,42,False
REL007453,CR00070,CR01190,Family,0,10,True
REL007454,CR02812,CR00954,Co-Offender,0,61,True
REL007455,CR00927,CR02065,Gang Member,0,69,True
REL007456,CR00451,CR00273,Gang Member,0,90,True
REL007457,CR01941,CR01889,Gang Member,0,81,True
REL007458,CR01486,CR01450,Associate,0,5,True
REL007459,CR00070,CR02848,Known Contact,0,14,False
REL007460,CR01490,CR01562,Family,0,52,False
REL007461,CR01061,CR00633,Co-Offender,0,49,True
REL007462,CR02560,CR01076,Business Partner,0,35,True
REL007463,CR00118,CR02130,Financial Link,0,16,False
REL007464,CR01727,CR00440,Gang Member,0,14,True
REL007465,CR02547,CR00132,Known Contact,0,18,True
REL007466,CR01869,CR00378,Family,0,61,True
REL007467,CR01209,CR01133,Family,0,4,True
REL007468,CR01760,CR02448,Family,0,61,False
REL007469,CR01577,CR00484,Associate,0,33,True
REL007470,CR01087,CR00268,Associate,0,35,True
REL007471,CR02740,CR01220,Business Partner,0,26,True
REL007472,CR02273,CR00496,Family,0,77,False
REL007473,CR03000,CR00510,Family,0,21,True
REL007474,CR00715,CR00189,Known Contact,0,60,False
REL007475,CR01212,CR00636,Gang Member,0,5,True
REL007476,CR02197,CR00459,Gang Member,0,6,False
REL007477,CR02954,CR00521,Known Contact,0,78,True
REL007478,CR01762,CR01524,Financial Link,0,77,True
REL007479,CR02440,CR00741,Business Partner,0,54,True
REL007480,CR01094,CR02731,Known Contact,0,91,False
REL007481,CR02464,CR00315,Gang Member,0,53,True
REL007482,CR01145,CR02830,Business Partner,0,63,True
REL007483,CR02862,CR00665,Known Contact,0,10,True
REL007484,CR01241,CR01379,Known Contact,0,47,True
REL007485,CR00607,CR02296,Gang Member,0,86,True
REL007486,CR00248,CR00487,Business Partner,0,32,False
REL007487,CR01800,CR00946,Financial Link,0,71,True
REL007488,CR01032,CR02444,Co-Offender,0,95,False
REL007489,CR02202,CR00748,Gang Member,0,47,True
REL007490,CR02618,CR00210,Business Partner,0,13,True
REL007491,CR01650,CR00177,Known Contact,0,9,False
REL007492,CR00587,CR00625,Co-Offender,0,57,False
REL007493,CR01753,CR01565,Known Contact,0,40,True
REL007494,CR02668,CR02720,Co-Offender,0,12,False
REL007495,CR02390,CR00970,Known Contact,0,76,False
REL007496,CR00229,CR00206,Gang Member,0,30,False
REL007497,CR00498,CR02111,Gang Member,0,98,True
REL007498,CR02176,CR01619,Gang Member,0,57,True
REL007499,CR01560,CR01416,Co-Offender,0,19,True
REL007500,CR00423,CR01149,Family,0,80,True
REL007501,CR02798,CR02251,Associate,0,31,True
REL007502,CR02868,CR00174,Financial Link,0,2,True
REL007503,CR01904,CR01532,Business Partner,0,37,True
REL007504,CR02478,CR01158,Family,0,88,True
REL007505,CR00293,CR00805,Financial Link,0,65,False
REL007506,CR01669,CR01175,Associate,0,5,True
REL007507,CR02760,CR01217,Family,0,95,True
REL007508,CR00231,CR00285,Gang Member,0,47,True
REL007509,CR02317,CR00463,Family,0,81,True
REL007510,CR02547,CR00252,Business Partner,0,56,False
REL007511,CR00553,CR02321,Gang Member,0,80,True
REL007512,CR00284,CR01445,Family,0,43,True
REL007513,CR02950,CR02482,Business Partner,0,4,True
REL007514,CR02817,CR02853,Family,0,14,True
REL007515,CR00563,CR00225,Family,0,13,True
REL007516,CR00303,CR01744,Financial Link,0,77,True
REL007517,CR00324,CR00690,Gang Member,0,59,True
REL007518,CR00595,CR01758,Co-Offender,0,51,False
REL007519,CR01598,CR02681,Financial Link,0,28,True
REL007520,CR02830,CR01151,Financial Link,0,35,True
REL007521,CR02192,CR01251,Co-Offender,0,77,False
REL007522,CR00836,CR01248,Known Contact,0,69,True
REL007523,CR02472,CR00276,Known Contact,0,5,True
REL007524,CR00039,CR00837,Known Contact,0,51,True
REL007525,CR01553,CR01117,Financial Link,0,90,True
REL007526,CR00725,CR00145,Business Partner,0,13,True
REL007527,CR02616,CR00408,Family,0,56,False
REL007528,CR02001,CR00365,Gang Member,0,40,True
REL007529,CR02420,CR01463,Associate,0,8,True
REL007530,CR00713,CR02583,Associate,0,47,True
REL007531,CR00727,CR01640,Co-Offender,0,94,False
REL007532,CR00840,CR00953,Associate,0,58,False
REL007533,CR00956,CR00981,Family,0,2,True
REL007534,CR00018,CR02844,Business Partner,0,83,True
REL007535,CR00869,CR02127,Co-Offender,0,12,False
REL007536,CR00833,CR01591,Family,0,3,True
REL007537,CR02542,CR02385,Business Partner,0,1,True
REL007538,CR01653,CR01963,Family,0,52,True
REL007539,CR00713,CR02424,Gang Member,0,100,True
REL007540,CR02885,CR02819,Co-Offender,0,91,True
REL007541,CR01546,CR02646,Known Contact,0,69,True
REL007542,CR02968,CR02655,Co-Offender,0,4,True
REL007543,CR01603,CR00739,Family,0,92,True
REL007544,CR00190,CR00395,Financial Link,0,92,True
REL007545,CR01631,CR02762,Financial Link,0,16,True
REL007546,CR02188,CR02840,Co-Offender,0,64,False
REL007547,CR00802,CR02563,Financial Link,0,64,True
REL007548,CR00484,CR01368,Known Contact,0,61,True
REL007549,CR01604,CR00219,Business Partner,0,96,False
REL007550,CR00866,CR00011,Co-Offender,0,40,False
REL007551,CR00492,CR01679,Known Contact,0,57,True
REL007552,CR00436,CR00550,Family,0,78,True
REL007553,CR01275,CR01418,Known Contact,0,55,True
REL007554,CR01029,CR00086,Gang Member,0,73,True
REL007555,CR00250,CR00463,Known Contact,0,14,False
REL007556,CR01966,CR00247,Family,0,90,True
REL007557,CR01618,CR02714,Known Contact,0,87,True
REL007558,CR02209,CR01318,Business Partner,0,71,True
REL007559,CR00958,CR02203,Gang Member,0,6,True
REL007560,CR02399,CR00412,Financial Link,0,61,True
REL007561,CR02925,CR02348,Family,0,68,True
REL007562,CR00745,CR00825,Known Contact,0,87,False
REL007563,CR02791,CR02931,Known Contact,0,46,True
REL007564,CR01821,CR01970,Co-Offender,0,42,True
REL007565,CR01820,CR01971,Known Contact,0,20,True
REL007566,CR02385,CR01656,Family,0,20,True
REL007567,CR02254,CR02154,Family,0,15,True
REL007568,CR01477,CR00321,Financial Link,0,74,True
REL007569,CR02613,CR02666,Financial Link,0,1,True
REL007570,CR00092,CR00283,Family,0,2,True
REL007571,CR02865,CR01984,Family,0,44,True
REL007572,CR02298,CR01836,Known Contact,0,87,False
REL007573,CR02079,CR01085,Co-Offender,0,91,False
REL007574,CR01615,CR02799,Family,0,50,True
REL007575,CR02178,CR00344,Family,0,40,True
REL007576,CR02388,CR01039,Associate,0,96,True
REL007577,CR01840,CR00159,Known Contact,0,28,True
REL007578,CR02361,CR00275,Known Contact,0,36,True
REL007579,CR00077,CR01760,Family,0,67,True
REL007580,CR01270,CR00430,Gang Member,0,80,True
REL007581,CR00295,CR02953,Family,0,75,True
REL007582,CR00229,CR02998,Associate,0,89,False
REL007583,CR02419,CR02931,Co-Offender,0,14,True
REL007584,CR01246,CR01166,Gang Member,0,98,True
REL007585,CR02401,CR01631,Co-Offender,0,19,True
REL007586,CR00347,CR01645,Co-Offender,0,71,True
REL007587,CR01705,CR02840,Associate,0,20,True
REL007588,CR02735,CR01346,Known Contact,0,76,True
REL007589,CR02165,CR01270,Business Partner,0,10,False
REL007590,CR00294,CR01450,Financial Link,0,76,True
REL007591,CR00377,CR00462,Gang Member,0,91,True
REL007592,CR00211,CR00114,Associate,0,58,False
REL007593,CR02879,CR00959,Associate,0,34,True
REL007594,CR02331,CR01459,Associate,0,63,True
REL007595,CR01591,CR02080,Family,0,36,False
REL007596,CR01377,CR01301,Business Partner,0,28,True
REL007597,CR01833,CR01325,Known Contact,0,35,True
REL007598,CR00276,CR00328,Business Partner,0,37,True
REL007599,CR00547,CR01418,Associate,0,3,True
REL007600,CR02639,CR02386,Co-Offender,0,19,False
REL007601,CR02276,CR00431,Business Partner,0,37,True
REL007602,CR00565,CR00771,Co-Offender,0,78,True
REL007603,CR01779,CR01397,Business Partner,0,68,True
REL007604,CR00875,CR00143,Known Contact,0,66,True
REL007605,CR00759,CR00010,Known Contact,0,58,True
REL007606,CR02794,CR02252,Known Contact,0,87,True
REL007607,CR00129,CR02377,Business Partner,0,21,True
REL007608,CR02128,CR02866,Business Partner,0,38,True
REL007609,CR01861,CR01151,Co-Offender,0,5,True
REL007610,CR01653,CR01799,Known Contact,0,95,True
REL007611,CR00459,CR02063,Gang Member,0,16,True
REL007612,CR02325,CR00974,Financial Link,0,79,True
REL007613,CR02243,CR01729,Gang Member,0,2,False
REL007614,CR02144,CR02292,Co-Offender,0,55,True
REL007615,CR02627,CR02155,Family,0,2,True
REL007616,CR00957,CR00896,Financial Link,0,31,False
REL007617,CR00657,CR01148,Family,0,34,True
REL007618,CR01585,CR01426,Business Partner,0,7,True
REL007619,CR02667,CR01513,Associate,0,43,False
REL007620,CR00413,CR00784,Co-Offender,0,69,False
REL007621,CR00915,CR02022,Associate,0,10,True
REL007622,CR01880,CR01897,Family,0,45,True
REL007623,CR01521,CR02338,Co-Offender,0,45,True
REL007624,CR02865,CR01312,Associate,0,28,True
REL007625,CR00503,CR00985,Family,0,85,True
REL007626,CR00862,CR00972,Known Contact,0,30,True
REL007627,CR02534,CR01092,Co-Offender,0,96,True
REL007628,CR00637,CR00185,Family,0,62,True
REL007629,CR02522,CR01151,Co-Offender,0,93,True
REL007630,CR00954,CR00083,Gang Member,0,70,True
REL007631,CR02564,CR00714,Co-Offender,0,7,True
REL007632,CR01323,CR01403,Business Partner,0,57,False
REL007633,CR01997,CR00336,Family,0,28,True
REL007634,CR00774,CR00760,Co-Offender,0,74,True
REL007635,CR02409,CR01640,Financial Link,0,11,True
REL007636,CR01541,CR01217,Gang Member,0,85,True
REL007637,CR00264,CR00694,Family,0,93,True
REL007638,CR02136,CR02365,Associate,0,55,True
REL007639,CR02280,CR02234,Business Partner,0,45,True
REL007640,CR02937,CR02196,Gang Member,0,48,True
REL007641,CR02860,CR02939,Gang Member,0,88,True
REL007642,CR00754,CR02806,Family,0,63,False
REL007643,CR01327,CR02857,Gang Member,0,47,False
REL007644,CR02626,CR00255,Gang Member,0,24,False
REL007645,CR02844,CR01543,Gang Member,0,61,False
REL007646,CR00742,CR00311,Family,0,14,True
REL007647,CR02835,CR02707,Family,0,33,False
REL007648,CR02537,CR02557,Financial Link,0,9,True
REL007649,CR01826,CR01487,Gang Member,0,95,True
REL007650,CR01358,CR02553,Known Contact,0,37,True
REL007651,CR02676,CR01452,Known Contact,0,62,True
REL007652,CR02821,CR01231,Co-Offender,0,59,False
REL007653,CR02655,CR00769,Family,0,47,True
REL007654,CR00787,CR02638,Family,0,21,True
REL007655,CR02751,CR00369,Business Partner,0,64,True
REL007656,CR02072,CR01844,Co-Offender,0,43,True
REL007657,CR01751,CR02749,Co-Offender,0,30,True
REL007658,CR01718,CR02797,Business Partner,0,52,True
REL007659,CR02748,CR00290,Gang Member,0,52,True
REL007660,CR00600,CR00242,Gang Member,0,84,True
REL007661,CR02575,CR01688,Family,0,86,True
REL007662,CR01447,CR02845,Known Contact,0,17,True
REL007663,CR00449,CR01974,Business Partner,0,55,True
REL007664,CR01786,CR02308,Gang Member,0,80,True
REL007665,CR01181,CR02167,Co-Offender,0,81,False
REL007666,CR00094,CR01764,Family,0,29,True
REL007667,CR01171,CR01457,Associate,0,69,True
REL007668,CR02014,CR01378,Known Contact,0,30,False
REL007669,CR01249,CR02701,Co-Offender,0,27,True
REL007670,CR01652,CR02749,Co-Offender,0,8,False
REL007671,CR00013,CR00712,Associate,0,68,False
REL007672,CR01786,CR01957,Financial Link,0,57,True
REL007673,CR01340,CR00309,Known Contact,0,5,True
REL007674,CR01406,CR02286,Family,0,94,True
REL007675,CR01846,CR02370,Financial Link,0,12,True
REL007676,CR00642,CR00833,Business Partner,0,43,True
REL007677,CR00117,CR00379,Associate,0,76,False
REL007678,CR02739,CR01369,Family,0,54,False
REL007679,CR01391,CR01547,Co-Offender,0,28,True
REL007680,CR02634,CR02128,Family,0,97,True
REL007681,CR00473,CR02497,Family,0,3,True
REL007682,CR01621,CR01631,Business Partner,0,66,False
REL007683,CR01470,CR02169,Financial Link,0,44,True
REL007684,CR01967,CR02073,Financial Link,0,18,True
REL007685,CR01683,CR00694,Family,0,74,True
REL007686,CR01682,CR01229,Business Partner,0,45,True
REL007687,CR02184,CR02911,Co-Offender,0,3,True
REL007688,CR01727,CR01525,Known Contact,0,56,True
REL007689,CR00448,CR00130,Known Contact,0,67,True
REL007690,CR00550,CR02979,Co-Offender,0,66,False
REL007691,CR02631,CR02849,Associate,0,29,True
REL007692,CR01552,CR02377,Financial Link,0,32,True
REL007693,CR01759,CR00288,Co-Offender,0,58,True
REL007694,CR00519,CR01914,Known Contact,0,39,True
REL007695,CR00572,CR01757,Known Contact,0,2,True
REL007696,CR00030,CR00167,Business Partner,0,35,True
REL007697,CR01426,CR01943,Business Partner,0,97,False
REL007698,CR00276,CR00554,Associate,0,7,False
REL007699,CR02296,CR00770,Gang Member,0,98,True
